softID	hardID	geom_i	geom_j	G-APD	V_op	HV_B	HV_C	pos_X	pos_Y	radius
1159	912	1	19	1831	71543	2	8	0.87	-19	361.75
1160	910	0	20	106	71543	2	8	0	-19.5	380.25
1161	911	-1	19	269	71543	2	8	-0.87	-19	361.75
1162	1203	-2	19	1666	71479	4	16	-1.73	-18.5	345.25
1163	1210	-3	18	506	71281	4	18	-2.6	-18	330.75
1164	1211	-4	18	562	71281	4	18	-3.46	-17.5	318.25
1165	1208	-5	17	112	71473	4	17	-4.33	-17	307.75
1166	1310	-6	17	1788	71359	4	26	-5.2	-16.5	299.25
1167	1311	-7	16	1722	71359	4	26	-6.06	-16	292.75
1168	1308	-8	16	716	71501	4	25	-6.93	-15.5	288.25
1169	1510	-9	15	560	71354	3	10	-7.79	-15	285.75
1170	1511	-10	15	1871	71354	3	10	-8.66	-14.5	285.25
1171	1508	-11	14	784	71024	3	9	-9.53	-14	286.75
1172	1610	-12	14	1782	71406	3	18	-10.39	-13.5	290.25
1173	1611	-13	13	1721	71406	3	18	-11.26	-13	295.75
1174	1703	-14	13	617	71206	3	24	-12.12	-12.5	303.25
1175	1710	-15	12	186	71412	3	26	-12.99	-12	312.75
1176	1711	-16	12	755	71412	3	26	-13.86	-11.5	324.25
1177	1708	-17	11	998	71251	3	25	-14.72	-11	337.75
1178	1721	-18	11	62	71507	3	28	-15.59	-10.5	353.25
1179	1722	-19	10	203	71507	3	28	-16.45	-10	370.75
1180	1723	-20	10	266	71507	3	28	-17.32	-9.5	390.25
1181	1901	-20	9	1264	71652	2	24	-17.32	-8.5	372.25
1182	1904	-20	8	33	71.51	2	25	-17.32	-7.5	356.25
1183	1907	-20	7	110	71.51	2	25	-17.32	-6.5	342.25
1184	1927	-20	6	1356	71103	2	29	-17.32	-5.5	330.25
1185	1924	-20	5	996	71103	2	29	-17.32	-4.5	320.25
1186	1921	-20	4	795	71.19	2	28	-17.32	-3.5	312.25
1187	1937	-20	3	1827	71509	2	31	-17.32	-2.5	306.25
1188	1934	-20	2	223	71509	2	31	-17.32	-1.5	302.25
1189	1931	-20	1	5	71464	2	30	-17.32	-0.5	300.25
1190	2017	-20	0	1701	71468	5	3	-17.32	0.5	300.25
1191	2014	-20	-1	1842	71468	5	3	-17.32	1.5	302.25
1192	2011	-20	-2	267	71488	5	2	-17.32	2.5	306.25
1193	2007	-20	-3	987	71149	5	1	-17.32	3.5	312.25
1194	2004	-20	-4	992	71149	5	1	-17.32	4.5	320.25
1195	2001	-20	-5	242	71.14	5	0	-17.32	5.5	330.25
1196	2130	-20	-6	12	71288	5	14	-17.32	6.5	342.25
1197	2132	-20	-7	1796	71288	5	14	-17.32	7.5	356.25
1198	2135	-20	-8	622	71354	5	15	-17.32	8.5	372.25
1199	2137	-20	-9	748	71354	5	15	-17.32	9.5	390.25
1200	2127	-19	-11	1930	71472	5	13	-16.45	11	391.75
1201	2128	-18	-11	567	71472	5	13	-15.59	11.5	375.25
1202	2111	-17	-12	1260	71582	5	10	-14.72	12	360.75
1203	2112	-16	-12	1236	71582	5	10	-13.86	12.5	348.25
1204	2116	-15	-13	1835	71596	5	11	-12.99	13	337.75
1205	2118	-14	-13	1677	71596	5	11	-12.12	13.5	329.25
1206	2211	-13	-14	1745	71827	5	18	-11.26	14	322.75
1207	2213	-12	-14	1846	71827	5	18	-10.39	14.5	318.25
1208	2410	-11	-15	1098	70687	6	2	-9.53	15	315.75
1209	2411	-10	-15	1327	70687	6	2	-8.66	15.5	315.25
1210	2401	-9	-16	1383	70957	6	0	-7.79	16	316.75
1211	2402	-8	-16	1626	70957	6	0	-6.93	16.5	320.25
1212	2601	-7	-17	459	70882	6	16	-6.06	17	325.75
1213	2603	-6	-17	1095	70882	6	16	-5.2	17.5	333.25
1214	2604	-5	-18	1099	70913	6	17	-4.33	18	342.75
1215	2606	-4	-18	1105	70913	6	17	-3.46	18.5	354.25
1216	2913	-3	-19	276	71155	7	10	-2.6	19	367.75
1217	2917	-2	-19	1034	71228	7	11	-1.73	19.5	383.25
1218	2908	2	-19	1233	71.43	7	9	1.73	19.5	383.25
1219	2907	3	-19	739	71.43	7	9	2.6	19	367.75
1220	3205	4	-18	509	70838	9	17	3.46	18.5	354.25
1221	3204	5	-18	1182	70838	9	17	4.33	18	342.75
1222	3203	6	-17	196	70783	9	16	5.2	17.5	333.25
1223	3202	7	-17	437	70783	9	16	6.06	17	325.75
1224	3302	8	-16	889	71007	9	24	6.93	16.5	320.25
1225	3301	9	-16	1625	71007	9	24	7.79	16	316.75
1226	3502	10	-15	161	70762	8	8	8.66	15.5	315.25
1227	3501	11	-15	1083	70762	8	8	9.53	15	315.75
1228	3603	12	-14	368	71394	8	16	10.39	14.5	318.25
1229	3602	13	-14	708	71394	8	16	11.26	14	322.75
1230	3707	14	-13	945	70768	8	25	12.12	13.5	329.25
1231	3706	15	-13	908	70768	8	25	12.99	13	337.75
1232	3702	16	-12	770	70624	8	24	13.86	12.5	348.25
1233	3701	17	-12	821	70624	8	24	14.72	12	360.75
1234	3728	18	-11	215	71414	8	29	15.59	11.5	375.25
1235	3727	19	-11	1817	71414	8	29	16.45	11	391.75
1236	3907	20	-9	378	71.1	7	25	17.32	9.5	390.25
1237	3905	20	-8	1766	71.1	7	25	17.32	8.5	372.25
1238	3902	20	-7	1822	71085	7	24	17.32	7.5	356.25
1239	3900	20	-6	701	71085	7	24	17.32	6.5	342.25
1240	3922	20	-5	811	70939	7	28	17.32	5.5	330.25
1241	3925	20	-4	147	70952	7	29	17.32	4.5	320.25
1242	3928	20	-3	1063	70952	7	29	17.32	3.5	312.25
1243	3932	20	-2	202	71244	7	30	17.32	2.5	306.25
1244	3935	20	-1	39	71.19	7	31	17.32	1.5	302.25
1245	3938	20	0	753	71.19	7	31	17.32	0.5	300.25
1246	12	20	1	73	71.49	0	2	17.32	-0.5	300.25
1247	15	20	2	524	71415	0	3	17.32	-1.5	302.25
1248	18	20	3	723	71415	0	3	17.32	-2.5	306.25
1249	2	20	4	428	71055	0	0	17.32	-3.5	312.25
1250	5	20	5	888	71044	0	1	17.32	-4.5	320.25
1251	8	20	6	867	71044	0	1	17.32	-5.5	330.25
1252	136	20	7	194	71333	0	15	17.32	-6.5	342.25
1253	134	20	8	535	71333	0	15	17.32	-7.5	356.25
1254	131	20	9	634	71307	0	14	17.32	-8.5	372.25
1255	123	20	10	1665	71.47	0	12	17.32	-9.5	390.25
1256	120	19	11	1757	71.47	0	12	16.45	-11	391.75
1257	117	18	12	939	71122	0	11	15.59	-11.5	375.25
1258	116	17	12	248	71122	0	11	14.72	-12	360.75
1259	115	16	13	290	71122	0	11	13.86	-12.5	348.25
1260	112	15	13	847	71.14	0	10	12.99	-13	337.75
1261	218	14	14	602	71.25	0	19	12.12	-13.5	329.25
1262	217	13	14	1137	71.25	0	19	11.26	-14	322.75
1263	213	12	15	1045	71201	0	18	10.39	-14.5	318.25
1264	417	11	15	442	70975	1	3	9.53	-15	315.75
1265	416	10	16	171	70975	1	3	8.66	-15.5	315.25
1266	407	9	16	1691	71542	1	1	7.79	-16	316.75
1267	406	8	17	1315	71542	1	1	6.93	-16.5	320.25
1268	404	7	17	1255	71542	1	1	6.06	-17	325.75
1269	607	6	18	139	71276	1	17	5.2	-17.5	333.25
1270	606	5	18	486	71276	1	17	4.33	-18	342.75
1271	605	4	19	1207	71276	1	17	3.46	-18.5	354.25
1272	602	3	19	272	71.29	1	16	2.6	-19	367.75
1273	600	2	20	275	71.29	1	16	1.73	-19.5	383.25
1274	1201	-2	20	732	71479	4	16	-1.73	-19.5	383.25
1275	1202	-3	19	536	71479	4	16	-2.6	-19	367.75
1276	1205	-4	19	1253	71473	4	17	-3.46	-18.5	354.25
1277	1206	-5	18	1833	71473	4	17	-4.33	-18	342.75
1278	1207	-6	18	1850	71473	4	17	-5.2	-17.5	333.25
1279	1305	-7	17	268	71501	4	25	-6.06	-17	325.75
1280	1306	-8	17	1885	71501	4	25	-6.93	-16.5	320.25
1281	1307	-9	16	263	71501	4	25	-7.79	-16	316.75
1282	1506	-10	16	348	71024	3	9	-8.66	-15.5	315.25
1283	1507	-11	15	1395	71024	3	9	-9.53	-15	315.75
1284	1603	-12	15	1047	71249	3	16	-10.39	-14.5	318.25
1285	1607	-13	14	1141	71201	3	17	-11.26	-14	322.75
1286	1608	-14	14	741	71201	3	17	-12.12	-13.5	329.25
1287	1702	-15	13	1366	71206	3	24	-12.99	-13	337.75
1288	1705	-16	13	285	71251	3	25	-13.86	-12.5	348.25
1289	1706	-17	12	1117	71251	3	25	-14.72	-12	360.75
1290	1707	-18	12	931	71251	3	25	-15.59	-11.5	375.25
1291	1720	-19	11	1888	71507	3	28	-16.45	-11	391.75
1292	1902	-21	8	1853	71652	2	24	-18.19	-8	394.75
1293	1905	-21	7	49	71.51	2	25	-18.19	-7	379.75
1294	1908	-21	6	1859	71.51	2	25	-18.19	-6	366.75
1295	1926	-21	5	1273	71103	2	29	-18.19	-5	355.75
1296	1923	-21	4	966	71.19	2	28	-18.19	-4	346.75
1297	1920	-21	3	1251	71.19	2	28	-18.19	-3	339.75
1298	1936	-21	2	1310	71509	2	31	-18.19	-2	334.75
1299	1933	-21	1	103	71464	2	30	-18.19	-1	331.75
1300	1930	-21	0	1809	71464	2	30	-18.19	0	330.75
1301	2016	-21	-1	204	71468	5	3	-18.19	1	331.75
1302	2013	-21	-2	715	71488	5	2	-18.19	2	334.75
1303	2010	-21	-3	65	71488	5	2	-18.19	3	339.75
1304	2006	-21	-4	319	71149	5	1	-18.19	4	346.75
1305	2003	-21	-5	973	71.14	5	0	-18.19	5	355.75
1306	2000	-21	-6	114	71.14	5	0	-18.19	6	366.75
1307	2131	-21	-7	451	71288	5	14	-18.19	7	379.75
1308	2133	-21	-8	1058	71288	5	14	-18.19	8	394.75
1309	2113	-17	-13	1316	71582	5	10	-14.72	13	385.75
1310	2117	-16	-13	1254	71596	5	11	-13.86	13.5	374.25
1311	2214	-15	-14	1266	71576	5	19	-12.99	14	364.75
1312	2215	-14	-14	1660	71576	5	19	-12.12	14.5	357.25
1313	2217	-13	-15	1252	71576	5	19	-11.26	15	351.75
1314	2417	-12	-15	1062	70.75	6	3	-10.39	15.5	348.25
1315	2414	-11	-16	313	70.75	6	3	-9.53	16	346.75
1316	2413	-10	-16	928	70687	6	2	-8.66	16.5	347.25
1317	2403	-9	-17	495	70957	6	0	-7.79	17	349.75
1318	2405	-8	-17	818	71075	6	1	-6.93	17.5	354.25
1319	2407	-7	-18	1386	71075	6	1	-6.06	18	360.75
1320	2605	-6	-18	894	70913	6	17	-5.2	18.5	369.25
1321	2607	-5	-19	152	70913	6	17	-4.33	19	379.75
1322	2608	-4	-19	482	70913	6	17	-3.46	19.5	392.25
1323	3208	4	-19	1389	70838	9	17	3.46	19.5	392.25
1324	3207	5	-19	1191	70838	9	17	4.33	19	379.75
1325	3206	6	-18	882	70838	9	17	5.2	18.5	369.25
1326	3306	7	-18	418	70993	9	25	6.06	18	360.75
1327	3304	8	-17	836	70993	9	25	6.93	17.5	354.25
1328	3303	9	-17	332	71007	9	24	7.79	17	349.75
1329	3503	10	-16	895	70762	8	8	8.66	16.5	347.25
1330	3505	11	-16	1173	70768	8	9	9.53	16	346.75
1331	3504	12	-15	1094	70768	8	9	10.39	15.5	348.25
1332	3606	13	-15	1755	71618	8	17	11.26	15	351.75
1333	3605	14	-14	1746	71618	8	17	12.12	14.5	357.25
1334	3604	15	-14	1308	71618	8	17	12.99	14	364.75
1335	3708	16	-13	970	70768	8	25	13.86	13.5	374.25
1336	3703	17	-13	897	70624	8	24	14.72	13	385.75
1337	3903	21	-8	212	71085	7	24	18.19	8	394.75
1338	3901	21	-7	452	71085	7	24	18.19	7	379.75
1339	3920	21	-6	1004	70939	7	28	18.19	6	366.75
1340	3923	21	-5	317	70939	7	28	18.19	5	355.75
1341	3926	21	-4	1210	70952	7	29	18.19	4	346.75
1342	3930	21	-3	724	71244	7	30	18.19	3	339.75
1343	3933	21	-2	322	71244	7	30	18.19	2	334.75
1344	3936	21	-1	1849	71.19	7	31	18.19	1	331.75
1345	10	21	0	1819	71.49	0	2	18.19	0	330.75
1346	13	21	1	1935	71.49	0	2	18.19	-1	331.75
1347	16	21	2	23	71415	0	3	18.19	-2	334.75
1348	0	21	3	414	71055	0	0	18.19	-3	339.75
1349	3	21	4	417	71055	0	0	18.19	-4	346.75
1350	6	21	5	326	71044	0	1	18.19	-5	355.75
1351	138	21	6	184	71333	0	15	18.19	-6	366.75
1352	135	21	7	86	71333	0	15	18.19	-7	379.75
1353	133	21	8	1301	71307	0	14	18.19	-8	394.75
1354	114	17	13	292	71122	0	11	14.72	-13	385.75
1355	111	16	14	209	71.14	0	10	13.86	-13.5	374.25
1356	110	15	14	125	71.14	0	10	12.99	-14	364.75
1357	216	14	15	1118	71.25	0	19	12.12	-14.5	357.25
1358	212	13	15	252	71201	0	18	11.26	-15	351.75
1359	211	12	16	1306	71201	0	18	10.39	-15.5	348.25
1360	415	11	16	2293	70975	1	3	9.53	-16	346.75
1361	413	10	17	926	71077	1	2	8.66	-16.5	347.25
1362	405	9	17	1307	71542	1	1	7.79	-17	349.75
1363	403	8	18	1750	71501	1	0	6.93	-17.5	354.25
1364	402	7	18	255	71501	1	0	6.06	-18	360.75
1365	400	6	19	1241	71501	1	0	5.2	-18.5	369.25
1366	604	5	19	6	71276	1	17	4.33	-19	379.75
1367	601	4	20	371	71.29	1	16	3.46	-19.5	392.25
1368	1200	-4	20	254	71479	4	16	-3.46	-19.5	392.25
1369	1204	-5	19	1372	71473	4	17	-4.33	-19	379.75
1370	1301	-6	19	36	71494	4	24	-5.2	-18.5	369.25
1371	1302	-7	18	55	71494	4	24	-6.06	-18	360.75
1372	1303	-8	18	57	71494	4	24	-6.93	-17.5	354.25
1373	1304	-9	17	256	71501	4	25	-7.79	-17	349.75
1374	1503	-10	17	805	70982	3	8	-8.66	-16.5	347.25
1375	1505	-11	16	1387	71024	3	9	-9.53	-16	346.75
1376	1601	-12	16	277	71249	3	16	-10.39	-15.5	348.25
1377	1602	-13	15	294	71249	3	16	-11.26	-15	351.75
1378	1606	-14	15	4	71201	3	17	-12.12	-14.5	357.25
1379	1700	-15	14	1123	71206	3	24	-12.99	-14	364.75
1380	1701	-16	14	990	71206	3	24	-13.86	-13.5	374.25
1381	1704	-17	13	282	71251	3	25	-14.72	-13	385.75
1382	1928	-22	6	1952	71103	2	29	-19.05	-5.5	393.25
1383	1925	-22	5	1044	71103	2	29	-19.05	-4.5	383.25
1384	1922	-22	4	826	71.19	2	28	-19.05	-3.5	375.25
1385	1938	-22	3	48	71509	2	31	-19.05	-2.5	369.25
1386	1935	-22	2	224	71509	2	31	-19.05	-1.5	365.25
1387	1932	-22	1	90	71464	2	30	-19.05	-0.5	363.25
1388	2018	-22	0	107	71468	5	3	-19.05	0.5	363.25
1389	2015	-22	-1	1921	71468	5	3	-19.05	1.5	365.25
1390	2012	-22	-2	201	71488	5	2	-19.05	2.5	369.25
1391	2008	-22	-3	1112	71149	5	1	-19.05	3.5	375.25
1392	2005	-22	-4	250	71149	5	1	-19.05	4.5	383.25
1393	2002	-22	-5	586	71.14	5	0	-19.05	5.5	393.25
1394	2216	-15	-15	1659	71576	5	19	-12.99	15	393.75
1395	2218	-14	-15	1675	71576	5	19	-12.12	15.5	387.25
1396	2415	-13	-16	903	70.75	6	3	-11.26	16	382.75
1397	2416	-12	-16	1109	70.75	6	3	-10.39	16.5	380.25
1398	2418	-11	-17	512	70.75	6	3	-9.53	17	379.75
1399	2404	-10	-17	813	71075	6	1	-8.66	17.5	381.25
1400	2406	-9	-18	1128	71075	6	1	-7.79	18	384.75
1401	2408	-8	-18	823	71075	6	1	-6.93	18.5	390.25
1402	3308	8	-18	302	70993	9	25	6.93	18.5	390.25
1403	3307	9	-18	412	70993	9	25	7.79	18	384.75
1404	3305	10	-17	880	70993	9	25	8.66	17.5	381.25
1405	3508	11	-17	891	70768	8	9	9.53	17	379.75
1406	3507	12	-16	472	70768	8	9	10.39	16.5	380.25
1407	3506	13	-16	205	70768	8	9	11.26	16	382.75
1408	3608	14	-15	1838	71618	8	17	12.12	15.5	387.25
1409	3607	15	-15	1763	71618	8	17	12.99	15	393.75
1410	3921	22	-5	959	70939	7	28	19.05	5.5	393.25
1411	3924	22	-4	962	70952	7	29	19.05	4.5	383.25
1412	3927	22	-3	243	70952	7	29	19.05	3.5	375.25
1413	3931	22	-2	1844	71244	7	30	19.05	2.5	369.25
1414	3934	22	-1	399	71.19	7	31	19.05	1.5	365.25
1415	3937	22	0	1749	71.19	7	31	19.05	0.5	363.25
1416	11	22	1	1989	71.49	0	2	19.05	-0.5	363.25
1417	14	22	2	236	71415	0	3	19.05	-1.5	365.25
1418	17	22	3	707	71415	0	3	19.05	-2.5	369.25
1419	1	22	4	415	71055	0	0	19.05	-3.5	375.25
1420	4	22	5	1682	71044	0	1	19.05	-4.5	383.25
1421	7	22	6	639	71044	0	1	19.05	-5.5	393.25
1422	215	15	15	989	71.25	0	19	12.99	-15	393.75
1423	214	14	16	1221	71.25	0	19	12.12	-15.5	387.25
1424	210	13	16	993	71201	0	18	11.26	-16	382.75
1425	414	12	17	427	70975	1	3	10.39	-16.5	380.25
1426	412	11	17	311	71077	1	2	9.53	-17	379.75
1427	411	10	18	2290	71077	1	2	8.66	-17.5	381.25
1428	410	9	18	175	71077	1	2	7.79	-18	384.75
1429	401	8	19	40	71501	1	0	6.93	-18.5	390.25
1430	1300	-8	19	1760	71494	4	24	-6.93	-18.5	390.25
1431	1500	-9	18	792	70982	3	8	-7.79	-18	384.75
1432	1501	-10	18	207	70982	3	8	-8.66	-17.5	381.25
1433	1502	-11	17	347	70982	3	8	-9.53	-17	379.75
1434	1504	-12	17	1172	71024	3	9	-10.39	-16.5	380.25
1435	1600	-13	16	283	71249	3	16	-11.26	-16	382.75
1436	1604	-14	16	1111	71201	3	17	-12.12	-15.5	387.25
1437	1605	-15	15	122	71201	3	17	-12.99	-15	393.75
1438	137	22	7	1985	71333	0	15	19.05	-6.5	405.25
1439	1906	-22	7	235	71.51	2	25	-19.05	-6.5	405.25
